timestamp,ip,url,method,status,response_time,user_agent
2024/01/01 10:21:10,190.48.187.31,/search?q=test,GET,400,1180,Go-http-client/1.1
2024/01/01 21:59:16,61.205.194.172,/home,PUT,403,694,Go-http-client/1.1
2024/01/01 05:44:05,88.188.171.57,/api/data ,GET,401,1438,python-requests/2.31
2024/01/01 23:06:05,225.217.143.225,/logout,DELETE,502,1217,Mozilla/5.0
2024/01/01 06:39:06,178.8.106.172,/config,OPTIONS,500,431,
2024/01/01 17:13:37,98.55.157.245,/config,GET,502,1193,Go-http-client/1.1
2024-01-01 19:35:10,112.250.159.193,/config,GET,400,626,Go-http-client/1.1
2024/01/01 15:20:46,6.80.106.14,/Login,DELETE,301,304,curl/7.68.0
2024/01/01 15:34:02,40.139.202.244,/config,DELETE,301,582,curl/7.68.0
2024/01/01 08:41:25,19.89.96.158,/Login,POST,200,1041,
2024/01/01 18:43:13,38.193.149.38,/profile,POST,301,133,
2024-01-01 18:32:05,63.188.6.53,/LOGIN,POST,502,1011,
2024/01/01 04:51:18,11.123.146.3,/login,OPTIONS,400,787,Go-http-client/1.1
2024-01-01 09:19:50,207.131.78.89,/api/data,PATCH,301,808,Go-http-client/1.1
2024-01-01 05:54:47,171.72.91.98,/config,POST,FAILED,1311,Go-http-client/1.1
2024/01/01 09:34:16,50.4.2.133,/weird☃path,OPTIONS,301,1815,Mozilla/4.0
2024/01/01 20:16:57,127.10.99.205,/settings,PUT,401,981,Mozilla/4.0
2024/01/01 05:15:09,35.235.112.230,/api/data ,PUT,403,76,Mozilla/4.0
2024-01-01 21:06:05,214.144.52.16,/admin,POST,200,1417,
2024/01/01 17:59:01,41.123.117.25,/logout,GET,201,695,Go-http-client/1.1
2024-01-01 15:49:06,226.19.219.103,/config,PUT,404,1562,Mozilla/5.0
2024-01-01 20:14:58,41.249.31.126,/api/data ,PUT,404,1521,
2024/01/01 14:11:19,73.20.200.139,/api/data ,PUT,301,394,curl/7.68.0
2024/01/01 08:15:04,127.241.53.28,/home,PATCH,404,218,Go-http-client/1.1
2024-01-01 13:16:19,237.6.210.46,/settings,OPTIONS,201,563,Mozilla/5.0
2024-01-01 22:27:02,195.5.204.50,/api/data,GET,400,1037,
2024/01/01 14:06:58,49.215.186.92,/Login,POST,401,1964,
2024-01-01 01:21:33,151.226.214.112,/config,OPTIONS,200,1697,
2024-01-01 02:49:52,11.85.57.50,/search?q=Test,DELETE,200,172,curl/7.68.0
2024/01/01 19:16:05,223.89.230.57,/settings,DELETE,404,592,Go-http-client/1.1
2024/01/01 04:36:18,241.98.239.190,/admin,PUT,403,287,python-requests/2.31
2024/01/01 14:53:54,252.57.100.55,/profile,GET,200,1177,curl/7.68.0
2024-01-01 00:09:38,15.168.124.83,/login,PATCH,500,1442,Mozilla/4.0
2024/01/01 23:35:58,57.209.1.221,/admin,PUT,201,80,Mozilla/5.0
2024/01/01 04:32:56,79.7.89.36,/api/data,PUT,502,1586,curl/7.68.0
2024/01/01 01:59:50,170.227.200.43,/api/data ,OPTIONS,502,1941,Go-http-client/1.1
2024-01-01 18:43:20,110.3.202.125,/weird☃path,GET,400,1590,python-requests/2.31
2024/01/01 20:28:42,123.107.79.63,/api/data ,PATCH,403,1985,
2024/01/01 00:32:00,141.218.244.73,/home,PUT,302,432,Mozilla/5.0
2024-01-01 05:24:09,5.245.40.179,/logout,OPTIONS,301,1683,Go-http-client/1.1
2024-01-01 04:59:30,136.40.102.11,/admin,OPTIONS,201,318,
2024/01/01 04:17:57,223.105.30.150,/search?q=Test,PATCH,201,110,Mozilla/4.0
2024-01-01 08:55:37,212.224.104.102,/search?q=Test,POST,201,1179,Mozilla/4.0
2024-01-01 17:32:26,60.20.159.154,/login,OPTIONS,403,1076,Mozilla/4.0
2024-01-01 19:15:14,236.36.244.161,/LOGIN,PATCH,502,710,python-requests/2.31
2024/01/01 10:56:57,14.140.139.15,/login,PUT,403,882,Mozilla/5.0
2024-01-01 18:37:49,75.119.25.39,/api/data ,GET,301,189,
2024-01-01 10:00:51,37.224.138.168,/Login,PUT,400,1632,Go-http-client/1.1
2024/01/01 12:45:25,13.40.160.162,/weird☃path,PUT,FAILED,1508,
2024/01/01 23:33:34,100.1.158.50,/home,OPTIONS,200,443,
2024-01-01 14:52:45,247.209.82.244,/search?q=Test,OPTIONS,403,338,Go-http-client/1.1
2024/01/01 17:16:03,23.62.21.152,/weird☃path,PATCH,403,1779,Go-http-client/1.1
2024-01-01 19:27:20,21.19.9.164,/home,PUT,201,1929,Mozilla/4.0
2024-01-01 15:17:10,200.41.186.141,/admin,DELETE,302,939,
2024-01-01 14:38:00,253.236.194.175,/api/data,POST,502,1042,Mozilla/4.0
2024-01-01 21:54:13,42.227.186.69,/admin,OPTIONS,403,674,python-requests/2.31
2024/01/01 22:19:03,240.103.239.126,/admin,PUT,201,1967,Mozilla/4.0
2024/01/01 02:34:24,40.145.153.120,/settings,GET,301,1527,
2024-01-01 17:41:18,221.65.246.27,/settings,OPTIONS,500,648,python-requests/2.31
2024-01-01 09:37:00,55.194.252.25,/api/data ,POST,500,406,
2024-01-01 02:27:24,163.61.244.27,/search?q=test,PUT,FAILED,707,
2024-01-01 12:32:29,145.151.6.61,/admin,POST,302,135,curl/7.68.0
2024-01-01 08:42:26,47.249.188.53,/api/data ,OPTIONS,500,1775,Go-http-client/1.1
2024-01-01 10:01:54,66.193.176.150,/api/data ,PATCH,201,400,python-requests/2.31
2024-01-01 00:25:32,147.76.166.242,/LOGIN,POST,400,1223,Mozilla/5.0
2024/01/01 04:11:23,93.88.246.117,/settings,PATCH,401,997,Go-http-client/1.1
2024-01-01 10:37:52,176.226.227.170,/search?q=Test,GET,400,1732,Mozilla/5.0
2024/01/01 22:52:13,55.47.212.77,/home,PUT,500,1082,Go-http-client/1.1
2024/01/01 15:12:09,189.163.54.51,/LOGIN,GET,500,434,python-requests/2.31
2024-01-01 17:31:55,17.141.6.67,/search?q=Test,OPTIONS,400,399,Mozilla/5.0
2024-01-01 08:48:13,68.253.169.66,/Login,DELETE,200,1933,Mozilla/5.0
2024/01/01 21:39:41,168.199.134.140,/logout,GET,201,1447,Mozilla/4.0
2024-01-01 06:55:57,51.24.206.13,/login,POST,302,99,Mozilla/4.0
2024-01-01 13:37:48,178.136.50.60,/api/data,DELETE,404,267,Mozilla/4.0
2024/01/01 09:00:48,139.203.44.104,/search?q=test,POST,201,1950,
2024-01-01 12:57:29,172.112.160.249,/weird☃path,OPTIONS,200,1029,Mozilla/5.0
2024-01-01 04:48:21,249.13.197.137,/search?q=test,PUT,403,1117,
2024/01/01 09:29:22,222.81.139.135,/logout,POST,403,1988,curl/7.68.0
2024/01/01 18:55:04,66.158.220.155,/LOGIN,PATCH,201,360,Mozilla/4.0
2024/01/01 16:38:27,39.47.255.91,/LOGIN,PUT,201,1321,
2024-01-01 22:11:01,113.122.161.15,/search?q=test,DELETE,403,1502,python-requests/2.31
2024/01/01 06:55:48,136.202.109.54,/logout,GET,302,1890,python-requests/2.31
2024-01-01 06:20:58,168.243.104.99,/logout,PUT,302,888,curl/7.68.0
2024/01/01 00:51:52,11.162.192.1,/LOGIN,GET,200,1261,
2024-01-01 02:44:40,164.20.9.211,/config,DELETE,401,1771,python-requests/2.31
2024/01/01 01:18:40,57.196.154.231,/api/data ,GET,404,961,
2024/01/01 13:00:07,27.247.115.100,/api/data ,PUT,400,269,Mozilla/4.0
2024-01-01 21:00:51,137.3.88.239,/logout,DELETE,201,242,python-requests/2.31
2024-01-01 08:16:13,193.157.128.198,/home,DELETE,403,385,curl/7.68.0
2024-01-01 04:38:44,105.77.91.106,/config,PATCH,400,1328,
2024-01-01 21:41:53,21.156.161.32,/profile,GET,201,1255,curl/7.68.0
2024-01-01 19:08:03,214.13.250.219,/api/data ,DELETE,200,823,Mozilla/5.0
2024/01/01 23:01:54,92.73.14.107,/api/data,PATCH,FAILED,402,Go-http-client/1.1
2024/01/01 08:06:00,220.156.226.229,/settings,DELETE,404,359,curl/7.68.0
2024/01/01 12:01:33,38.206.201.124,/api/data ,POST,400,1547,Mozilla/5.0
2024/01/01 00:20:53,116.5.172.165,/login,POST,401,253,curl/7.68.0
2024-01-01 04:59:25,109.240.53.148,/Login,PUT,404,1790,
2024-01-01 10:18:16,227.233.94.166,/Login,DELETE,FAILED,403,
2024/01/01 01:28:21,187.195.112.150,/Login,DELETE,301,466,Mozilla/5.0
2024-01-01 13:09:10,113.254.238.64,/settings,PUT,404,1677,
2024-01-01 18:37:56,114.121.98.248,/api/data,PATCH,201,1606,
2024-01-01 06:32:08,153.118.191.89,/search?q=Test,GET,200,816,python-requests/2.31
2024-01-01 22:45:06,59.62.99.71,/LOGIN,PUT,302,968,python-requests/2.31
2024/01/01 02:26:39,31.111.213.174,/profile,DELETE,201,abc,Go-http-client/1.1
2024/01/01 00:16:10,254.159.194.76,/LOGIN,DELETE,403,1064,curl/7.68.0
2024/01/01 05:59:36,69.247.195.190,/search?q=Test,GET,201,1458,
2024/01/01 00:08:45,126.30.188.29,/search?q=Test,POST,502,166,python-requests/2.31
2024/01/01 07:49:42,139.162.110.29,/api/data ,PATCH,403,1999,Mozilla/4.0
2024/01/01 13:25:54,253.80.46.215,/api/data ,POST,500,1630,curl/7.68.0
2024/01/01 20:37:57,192.205.212.17,/Login,PATCH,500,1920,Mozilla/5.0
2024-01-01 04:37:47,118.81.214.223,/config,DELETE,500,1220,Mozilla/4.0
2024/01/01 09:31:10,184.153.123.215,/profile,DELETE,FAILED,971,Mozilla/4.0
2024/01/01 00:42:37,109.112.100.127,/admin,PATCH,502,1900,python-requests/2.31
2024-01-01 14:31:14,75.250.245.215,/settings,PUT,502,330,
2024-01-01 20:05:25,50.125.86.225,/weird☃path,GET,200,174,Mozilla/4.0
2024-01-01 09:57:55,72.53.120.29,/api/data,PATCH,404,1821,python-requests/2.31
2024/01/01 14:51:56,103.12.22.128,/admin,GET,404,955,python-requests/2.31
2024-01-01 11:24:40,184.91.162.47,/api/data ,POST,302,1632,Go-http-client/1.1
2024/01/01 09:11:28,132.189.235.41,/search?q=test,PUT,401,1066,Go-http-client/1.1
2024/01/01 15:53:31,242.166.119.68,/api/data,POST,201,1375,Mozilla/5.0
2024/01/01 19:38:31,40.75.169.145,/Login,DELETE,FAILED,1332,
2024/01/01 14:01:56,17.205.149.62,/config,GET,200,1482,
2024/01/01 01:51:30,192.58.59.63,/profile,GET,301,1333,Mozilla/5.0
2024/01/01 23:34:51,126.228.81.203,/Login,PATCH,502,351,python-requests/2.31
2024/01/01 01:40:51,223.231.220.119,/profile,PATCH,301,249,Mozilla/5.0
2024/01/01 16:37:51,117.250.135.137,/config,POST,502,163,Mozilla/4.0
2024-01-01 00:08:11,196.5.47.6,/Login,PUT,500,836,curl/7.68.0
2024-01-01 02:31:05,119.253.62.186,/api/data ,PATCH,FAILED,1082,
2024-01-01 09:48:46,144.248.252.30,/search?q=test,GET,400,414,Mozilla/5.0
2024/01/01 07:24:26,88.140.201.55,/logout,OPTIONS,FAILED,45,
2024-01-01 15:26:43,5.217.136.76,/login,PUT,FAILED,1184,curl/7.68.0
2024/01/01 06:23:35,57.106.244.213,/api/data ,PUT,403,1589,
2024-01-01 10:47:29,60.134.75.27,/search?q=test,DELETE,404,1888,Go-http-client/1.1
2024-01-01 16:27:32,19.77.94.132,/LOGIN,PUT,400,1738,
2024/01/01 03:12:49,127.109.215.13,/LOGIN,POST,400,1238,Mozilla/5.0
2024/01/01 14:59:16,146.89.192.135,/config,GET,302,1672,python-requests/2.31
2024/01/01 22:03:48,156.245.34.223,/Login,OPTIONS,500,998,
2024/01/01 05:34:23,10.245.235.248,/api/data ,PATCH,201,275,Go-http-client/1.1
2024/01/01 04:37:55,24.28.89.47,/Login,POST,502,409,Mozilla/4.0
2024-01-01 17:00:17,84.213.189.76,/api/data ,DELETE,301,1177,python-requests/2.31
2024/01/01 22:00:04,193.8.184.135,/Login,OPTIONS,400,1129,
2024/01/01 22:44:39,70.44.198.224,/search?q=Test,GET,404,251,Mozilla/4.0
2024/01/01 15:55:16,118.89.22.174,/profile,OPTIONS,500,1384,Go-http-client/1.1
2024/01/01 09:41:11,233.19.212.87,/search?q=Test,POST,301,1924,curl/7.68.0
2024-01-01 09:43:35,11.121.233.120,/settings,DELETE,502,254,
2024-01-01 09:47:08,116.63.245.149,/weird☃path,PUT,403,1659,python-requests/2.31
2024-01-01 06:58:13,84.232.74.225,/profile,PUT,200,602,python-requests/2.31
2024-01-01 11:56:48,232.127.64.111,/home,PATCH,403,1979,Mozilla/4.0
2024-01-01 17:30:36,20.238.93.134,/weird☃path,GET,502,16,
2024/01/01 05:39:02,212.24.79.219,/api/data ,PUT,301,1088,Mozilla/5.0
2024-01-01 13:47:04,213.34.225.8,/logout,OPTIONS,302,273,
2024-01-01 19:11:58,195.46.19.241,/login,PUT,404,636,python-requests/2.31
2024-01-01 23:19:35,179.72.31.18,/api/data ,PUT,201,1040,python-requests/2.31
2024/01/01 05:19:04,112.185.178.63,/settings,GET,401,849,curl/7.68.0
2024-01-01 13:07:03,211.154.229.22,/home,GET,301,1893,python-requests/2.31
2024-01-01 08:15:02,110.45.200.4,/settings,DELETE,502,1805,python-requests/2.31
2024-01-01 14:31:03,15.190.37.7,/weird☃path,GET,302,1950,Mozilla/4.0
2024-01-01 03:19:17,98.44.250.72,/Login,GET,301,1829,Go-http-client/1.1
2024/01/01 23:46:30,239.63.130.202,/admin,PUT,302,1018,python-requests/2.31
2024-01-01 06:13:04,79.241.194.81,/LOGIN,GET,502,972,python-requests/2.31
2024/01/01 19:58:24,182.133.219.222,/api/data ,GET,302,1497,
2024-01-01 18:09:56,3.105.187.149,/search?q=Test,PUT,502,1558,curl/7.68.0
2024-01-01 13:35:27,181.162.116.75,/search?q=Test,PATCH,201,1803,python-requests/2.31
2024/01/01 09:51:15,88.19.216.165,/weird☃path,OPTIONS,502,1962,curl/7.68.0
2024/01/01 20:13:33,242.137.204.250,/logout,OPTIONS,FAILED,135,Mozilla/4.0
2024-01-01 14:23:24,224.200.237.130,/admin,POST,201,1695,
2024/01/01 22:19:18,242.44.204.177,/logout,OPTIONS,301,394,python-requests/2.31
2024-01-01 18:44:47,236.159.78.249,/config,DELETE,400,1375,Mozilla/4.0
2024/01/01 05:11:07,249.75.248.51,/logout,PUT,301,554,
2024/01/01 18:48:30,180.102.17.101,/login,GET,400,1499,
2024-01-01 05:00:27,55.97.158.102,/login,PATCH,500,923,Go-http-client/1.1
2024-01-01 22:02:34,24.97.19.149,/api/data,PUT,302,1813,
2024/01/01 21:07:51,90.78.246.224,/settings,DELETE,302,534,curl/7.68.0
2024-01-01 06:12:52,151.88.241.109,/profile,GET,400,1798,
2024-01-01 11:29:13,13.68.144.58,/api/data ,POST,401,992,
2024/01/01 16:37:27,42.77.145.118,/LOGIN,GET,502,305,
2024-01-01 12:14:11,35.40.156.210,/config,POST,FAILED,506,Mozilla/4.0
2024-01-01 13:12:06,53.125.254.109,/api/data ,GET,FAILED,960,
2024/01/01 00:32:43,130.123.81.169,/logout,PATCH,500,756,
2024-01-01 21:24:03,32.229.71.74,/settings,GET,401,958,
2024/01/01 23:51:59,35.108.47.212,/Login,OPTIONS,403,319,
2024-01-01 15:10:05,75.120.122.254,/logout,PUT,301,778,Go-http-client/1.1
2024/01/01 23:39:20,167.164.220.50,/api/data ,PUT,FAILED,575,
2024-01-01 23:33:03,118.190.15.241,/search?q=Test,GET,FAILED,110,Mozilla/4.0
2024-01-01 18:57:59,41.56.93.105,/home,POST,500,1070,
2024-01-01 15:16:34,192.54.205.73,/LOGIN,PUT,400,1598,python-requests/2.31
2024/01/01 20:37:31,82.85.147.202,/home,OPTIONS,FAILED,983,Mozilla/4.0
2024/01/01 01:09:43,5.250.53.24,/search?q=Test,POST,502,981,
2024/01/01 11:43:49,200.48.231.21,/settings,GET,500,256,python-requests/2.31
2024-01-01 13:55:13,111.124.30.105,/search?q=Test,PUT,500,341,Go-http-client/1.1
2024-01-01 19:18:51,196.189.223.246,/Login,OPTIONS,FAILED,110,Mozilla/5.0
2024-01-01 18:48:57,171.203.37.130,/home,OPTIONS,502,1342,Mozilla/5.0
2024/01/01 14:46:07,18.144.76.58,/Login,POST,FAILED,1794,curl/7.68.0
2024-01-01 19:37:00,120.7.92.172,/admin,PATCH,403,1075,
2024/01/01 12:24:39,241.148.247.105,/config,POST,200,1717,Mozilla/5.0
2024-01-01 08:44:31,90.82.26.39,/config,PATCH,502,925,
2024-01-01 16:44:05,238.199.135.215,/api/data ,PUT,400,50,python-requests/2.31
2024/01/01 18:04:08,6.152.206.150,/admin,PUT,502,1337,Mozilla/5.0
2024-01-01 18:47:59,63.158.230.152,/home,POST,FAILED,711,
2024-01-01 22:04:56,243.32.127.228,/logout,PUT,403,1965,Mozilla/4.0
2024/01/01 19:15:52,128.27.75.132,/admin,POST,403,72,curl/7.68.0
2024-01-01 03:16:39,97.220.70.245,/weird☃path,PATCH,200,763,
2024-01-01 17:13:52,193.190.24.44,/logout,GET,403,483,Mozilla/5.0
2024/01/01 04:48:04,64.190.46.241,/settings,DELETE,201,1508,curl/7.68.0
2024-01-01 03:53:43,1.60.8.146,/config,DELETE,404,1058,curl/7.68.0
2024-01-01 17:22:36,83.5.185.8,/config,GET,FAILED,515,
2024/01/01 06:14:31,95.128.242.164,/config,POST,401,1948,curl/7.68.0
2024/01/01 01:44:01,67.155.216.37,/search?q=test,DELETE,302,1171,Go-http-client/1.1
2024/01/01 05:59:01,93.181.41.61,/search?q=test,GET,500,345,
2024-01-01 19:11:18,225.71.29.106,/search?q=test,PATCH,201,778,Mozilla/5.0
2024-01-01 18:47:27,138.59.99.177,/weird☃path,GET,403,907,python-requests/2.31
2024/01/01 13:18:26,178.106.249.63,/home,DELETE,200,491,Mozilla/5.0
2024/01/01 12:19:17,184.209.169.22,/login,OPTIONS,201,750,python-requests/2.31
2024-01-01 22:49:43,160.215.121.217,/login,GET,404,951,Mozilla/4.0
2024-01-01 11:49:01,206.22.185.178,/api/data,OPTIONS,500,538,
2024/01/01 13:18:06,215.214.173.108,/home,GET,301,1851,Go-http-client/1.1
2024-01-01 14:47:54,82.34.234.91,/api/data ,PATCH,FAILED,1671,Mozilla/5.0
2024-01-01 23:58:26,29.235.51.215,/Login,DELETE,201,602,Mozilla/5.0
2024/01/01 14:33:14,235.31.84.81,/logout,POST,200,855,python-requests/2.31
2024/01/01 05:59:10,160.218.142.81,/logout,PUT,502,510,curl/7.68.0
2024-01-01 07:27:24,54.205.137.250,/admin,DELETE,500,213,python-requests/2.31
2024/01/01 08:36:04,19.192.51.36,/api/data,DELETE,502,1166,
2024-01-01 01:35:07,164.47.143.168,/admin,DELETE,302,47,Mozilla/5.0
2024-01-01 10:17:48,198.60.162.10,/api/data ,GET,500,522,Go-http-client/1.1
2024/01/01 10:33:15,102.180.230.35,/settings,OPTIONS,403,964,python-requests/2.31
2024-01-01 08:56:17,166.250.48.217,/Login,PUT,401,937,Mozilla/5.0
2024-01-01 13:55:34,99.4.151.230,/settings,DELETE,401,1249,Mozilla/4.0
2024-01-01 00:44:02,146.235.203.151,/api/data,POST,500,652,
2024-01-01 09:34:35,188.161.56.207,/Login,POST,502,1231,
2024-01-01 09:11:37,48.154.118.206,/logout,PUT,404,1767,
2024-01-01 12:44:08,23.73.25.153,/api/data,PUT,FAILED,458,curl/7.68.0
2024/01/01 08:23:34,86.152.121.85,/api/data ,DELETE,502,1151,
2024/01/01 00:22:53,142.67.139.233,/config,POST,FAILED,338,Go-http-client/1.1
2024/01/01 21:20:35,220.114.86.190,/api/data,PATCH,200,1109,curl/7.68.0
2024/01/01 09:35:19,191.252.10.161,/profile,OPTIONS,502,1895,Go-http-client/1.1
2024/01/01 10:28:07,46.23.46.180,/settings,PUT,404,337,curl/7.68.0
2024-01-01 19:28:27,176.241.59.109,/Login,PUT,201,1268,
2024-01-01 08:29:25,240.214.49.128,/config,OPTIONS,403,1031,Go-http-client/1.1
2024-01-01 20:54:02,144.211.235.115,/logout,OPTIONS,FAILED,255,Go-http-client/1.1
2024/01/01 21:46:34,91.216.10.36,/admin,POST,200,216,python-requests/2.31
2024/01/01 15:03:36,62.179.4.39,/login,POST,200,603,
2024-01-01 12:31:40,194.78.83.115,/weird☃path,PATCH,403,1547,Go-http-client/1.1
2024/01/01 06:35:34,128.124.68.27,/profile,DELETE,502,516,
2024-01-01 01:37:57,191.253.236.116,/login,PUT,302,1529,Mozilla/4.0
2024-01-01 04:14:59,193.102.232.217,/home,PATCH,401,1022,curl/7.68.0
2024/01/01 17:13:23,55.2.17.81,/search?q=Test,PATCH,400,770,curl/7.68.0
2024-01-01 11:56:03,104.232.140.120,/logout,GET,302,49,Go-http-client/1.1
2024-01-01 19:40:08,232.209.21.26,/settings,PATCH,200,1847,Go-http-client/1.1
2024-01-01 12:58:10,234.132.112.221,/Login,POST,502,1732,
2024/01/01 12:37:11,252.191.21.190,/login,POST,301,1280,
2024/01/01 08:11:35,54.232.40.250,/config,POST,502,1356,
2024-01-01 05:57:53,43.74.9.120,/profile,PUT,400,686,
2024-01-01 16:43:19,11.151.71.154,/search?q=test,OPTIONS,404,1124,Mozilla/5.0
2024/01/01 15:15:14,63.239.67.129,/weird☃path,OPTIONS,502,1628,
2024/01/01 14:24:59,224.36.91.161,/home,OPTIONS,404,1186,Mozilla/4.0
2024-01-01 15:22:02,211.254.185.133,/weird☃path,PATCH,404,89,curl/7.68.0
2024-01-01 21:00:19,215.59.82.143,/settings,DELETE,200,1985,Mozilla/4.0
2024-01-01 03:54:45,163.149.104.205,/profile,DELETE,301,1549,Mozilla/5.0
2024/01/01 03:29:33,246.102.181.111,/logout,OPTIONS,FAILED,1496,
2024-01-01 15:42:56,248.49.99.186,/config,OPTIONS,403,1930,Mozilla/5.0
2024/01/01 17:19:51,134.150.55.162,/api/data ,DELETE,400,1418,Mozilla/4.0
2024-01-01 12:06:14,208.59.198.165,/config,OPTIONS,302,1047,
2024-01-01 08:46:21,49.163.50.167,/search?q=Test,PATCH,201,701,python-requests/2.31
2024/01/01 22:37:59,69.201.18.184,/home,PATCH,502,528,Mozilla/4.0
2024/01/01 21:10:00,141.229.37.249,/profile,PUT,401,1046,Mozilla/5.0
2024/01/01 16:01:44,15.183.96.79,/search?q=Test,OPTIONS,400,1254,Mozilla/4.0
2024-01-01 09:55:22,250.77.245.234,/search?q=test,PUT,403,107,curl/7.68.0
2024-01-01 08:05:06,210.67.137.47,/admin,DELETE,400,1091,
2024/01/01 19:12:10,216.154.62.186,/home,GET,401,44,curl/7.68.0
2024/01/01 10:41:05,243.239.150.103,/api/data ,GET,401,1312,Mozilla/4.0
2024/01/01 14:05:15,157.144.214.6,/logout,PATCH,502,68,
2024/01/01 20:09:02,16.114.210.100,/api/data ,OPTIONS,302,499,
2024-01-01 04:28:30,146.54.21.246,/profile,DELETE,200,1615,curl/7.68.0
2024/01/01 13:59:42,242.128.150.75,/weird☃path,PATCH,302,628,
2024-01-01 23:32:26,131.40.151.131,/login,POST,400,1011,Mozilla/4.0
2024/01/01 01:38:28,88.123.66.114,/login,PATCH,403,1815,Mozilla/5.0
2024-01-01 21:48:06,86.114.255.160,/weird☃path,OPTIONS,404,1200,Mozilla/4.0
2024/01/01 13:55:20,66.110.61.183,/settings,OPTIONS,201,72,Mozilla/5.0
2024/01/01 04:01:59,6.214.146.81,/settings,PUT,201,1556,
2024-01-01 01:51:03,75.242.248.255,/admin,PATCH,500,788,python-requests/2.31
2024/01/01 23:30:44,93.16.113.187,/weird☃path,PUT,500,502,Go-http-client/1.1
2024-01-01 12:00:14,33.63.123.100,/profile,GET,403,1447,
2024/01/01 06:40:37,183.101.177.103,/settings,DELETE,500,95,
2024/01/01 23:39:09,98.199.111.125,/LOGIN,DELETE,FAILED,1091,Mozilla/5.0
2024-01-01 06:46:17,12.145.185.69,/Login,PATCH,302,517,
2024-01-01 12:28:22,181.141.196.5,/api/data,PUT,200,1417,python-requests/2.31
2024/01/01 18:02:17,117.40.181.204,/search?q=Test,PATCH,403,614,Mozilla/5.0
2024/01/01 09:13:07,249.195.80.30,/home,OPTIONS,302,1561,Mozilla/4.0
2024/01/01 22:51:16,228.233.250.15,/search?q=test,PATCH,400,1489,python-requests/2.31
2024/01/01 09:07:13,237.66.15.216,/config,PATCH,302,1748,
2024-01-01 08:32:44,2.254.198.108,/admin,PATCH,500,451,python-requests/2.31
2024-01-01 06:07:11,144.86.35.228,/api/data ,POST,201,1837,curl/7.68.0
2024/01/01 10:39:34,170.203.197.251,/weird☃path,POST,301,343,curl/7.68.0
2024/01/01 03:16:47,132.203.203.52,/search?q=Test,OPTIONS,404,588,Go-http-client/1.1
2024/01/01 06:45:07,129.77.220.110,/profile,OPTIONS,403,210,curl/7.68.0
2024-01-01 15:37:03,104.127.95.212,/weird☃path,OPTIONS,403,1718,
2024-01-01 12:44:54,253.211.99.74,/LOGIN,GET,FAILED,1248,python-requests/2.31
2024-01-01 22:10:41,248.37.253.214,/Login,GET,404,1791,Mozilla/5.0
2024/01/01 05:25:26,173.23.145.246,/config,POST,401,101,Mozilla/4.0
2024/01/01 11:00:34,67.217.215.8,/settings,PUT,302,606,Go-http-client/1.1
2024/01/01 22:54:10,83.136.129.203,/settings,DELETE,FAILED,273,curl/7.68.0
2024-01-01 14:57:52,147.94.47.27,/login,DELETE,FAILED,1170,
2024-01-01 11:46:33,23.118.110.51,/logout,GET,200,506,Go-http-client/1.1
